db,record_volume,query,iteration,time_in_seconds
arangodb,1024000,3-2,0,148.22038939999948
arangodb,1024000,3-2,1,77.84532839900021
arangodb,1024000,3-2,2,77.58821134699974
arangodb,1024000,3-2,3,77.86141393499929
arangodb,1024000,3-2,4,77.26610524900025
arangodb,1024000,3-2,5,78.06963325600009
arangodb,1024000,3-2,6,78.7264816980005
arangodb,1024000,3-2,7,77.86535107100099
arangodb,1024000,3-2,8,77.67506339000101
arangodb,1024000,3-2,9,78.74032357000033
arangodb,1024000,3-2,10,77.94439141700059
arangodb,1024000,3-2,11,78.80129385199871
arangodb,1024000,3-2,12,78.09962137100047
arangodb,1024000,3-2,13,78.47025360099906
arangodb,1024000,3-2,14,77.6472513789995
arangodb,1024000,3-2,15,77.84123750399885
arangodb,1024000,3-2,16,78.04171184599909
arangodb,1024000,3-2,17,78.38480024300043
arangodb,1024000,3-2,18,77.92659983500016
arangodb,1024000,3-2,19,77.63593429899993
arangodb,1024000,3-3,0,215.99439106799946
arangodb,1024000,3-3,1,147.88177011600055
arangodb,1024000,3-3,2,144.78615002700099
arangodb,1024000,3-3,3,149.45448240400037
arangodb,1024000,3-3,4,144.70731952499955
arangodb,1024000,3-3,5,146.33544046599854
arangodb,1024000,3-3,6,148.9384870949998
arangodb,1024000,3-3,7,146.2600638570002
arangodb,1024000,3-3,8,145.2173164020005
arangodb,1024000,3-3,9,145.3571086640004
arangodb,1024000,3-3,10,148.0592233690004
arangodb,1024000,3-3,11,144.50835308899877
arangodb,1024000,3-3,12,147.8272615320002
arangodb,1024000,3-3,13,148.4788160799999
arangodb,1024000,3-3,14,144.06067997900027
arangodb,1024000,3-3,15,150.72117039799923
arangodb,1024000,3-3,16,144.99659933399926
arangodb,1024000,3-3,17,147.631253861
arangodb,1024000,3-3,18,145.73739803100034
arangodb,1024000,3-3,19,146.49148838699875
arangodb,1024000,3-4,0,99.42204206499991
arangodb,1024000,3-4,1,68.53788549000092
arangodb,1024000,3-4,2,68.9780080799992
arangodb,1024000,3-4,3,68.69629129299938
arangodb,1024000,3-4,4,69.39006304899885
arangodb,1024000,3-4,5,68.33461198800069
arangodb,1024000,3-4,6,69.08658182900035
arangodb,1024000,3-4,7,68.73231447799844
arangodb,1024000,3-4,8,70.21890498600078
arangodb,1024000,3-4,9,68.74683975300104
arangodb,1024000,3-4,10,69.7392360820013
arangodb,1024000,3-4,11,68.79958824999994
arangodb,1024000,3-4,12,69.03587628999958
arangodb,1024000,3-4,13,68.4159698250005
arangodb,1024000,3-4,14,69.03695738699935
arangodb,1024000,3-4,15,70.43019501100025
arangodb,1024000,3-4,16,69.86683483200068
arangodb,1024000,3-4,17,70.60041797800113
arangodb,1024000,3-4,18,68.53254044700043
arangodb,1024000,3-4,19,68.56076050699994
arangodb,1024000,4-1,-1,-1
arangodb,1024000,4-2,0,0.6084761260008236
arangodb,1024000,4-2,1,0.5786272460009059
arangodb,1024000,4-2,2,0.5703330010001082
arangodb,1024000,4-2,3,0.529786626000714
arangodb,1024000,4-2,4,0.44462409800144087
arangodb,1024000,4-2,5,0.5517599249997147
arangodb,1024000,4-2,6,0.5828135420015315
arangodb,1024000,4-2,7,0.5720561559992348
arangodb,1024000,4-2,8,0.5751660570003878
arangodb,1024000,4-2,9,0.5782941109991953
arangodb,1024000,4-2,10,0.4906517959989287
arangodb,1024000,4-2,11,0.4474106429988751
arangodb,1024000,4-2,12,0.4447408389987686
arangodb,1024000,4-2,13,0.4466257619988028
arangodb,1024000,4-2,14,0.4439909599987004
arangodb,1024000,4-2,15,0.4441697349993774
arangodb,1024000,4-2,16,0.4425081030003639
arangodb,1024000,4-2,17,0.4415778680013318
arangodb,1024000,4-2,18,0.44140079600038007
arangodb,1024000,4-2,19,0.4453619429987157
arangodb,1024000,5,0,5.749983511001119
arangodb,1024000,5,1,6.237628656001107
arangodb,1024000,5,2,18.959544930999982
arangodb,1024000,5,3,7.988467095001397
arangodb,1024000,5,4,6.669063731998904
arangodb,1024000,5,5,5.847393452000688
arangodb,1024000,5,6,5.907540318999963
arangodb,1024000,5,7,6.228926357998716
arangodb,1024000,5,8,6.229984142999456
arangodb,1024000,5,9,6.218113973000072
arangodb,1024000,5,10,6.194995777001168
arangodb,1024000,5,11,6.303994032999981
arangodb,1024000,5,12,6.407280864001223
arangodb,1024000,5,13,6.5141481190003105
arangodb,1024000,5,14,6.416196321000825
arangodb,1024000,5,15,6.174702140000591
arangodb,1024000,5,16,6.168921552000029
arangodb,1024000,5,17,5.810140509000121
arangodb,1024000,5,18,6.244230201000391
arangodb,1024000,5,19,6.7775815179993515
arangodb,1024000,6,0,206.04900404399996
